Post;Up;Down;Total
31034;2;0;2
31036;1;0;1
31038;3;0;3
31041;5;0;5
31042;0;1;-1
31043;1;0;1
31044;0;1;-1
31045;1;0;1
31047;2;0;2
31050;3;0;3
31052;1;0;1
31055;0;1;-1
31056;1;1;0
31057;1;2;-1
31058;2;0;2
31059;2;0;2
31060;0;2;-2
31061;1;3;-2
31063;0;1;-1
31065;8;0;8
31066;2;0;2
31067;1;0;1
31069;10;0;10
31071;5;0;5
31072;1;0;1
31075;0;1;-1
31077;1;0;1
31079;4;0;4
31080;1;0;1
31081;4;0;4
31082;0;1;-1
31083;0;1;-1
31086;2;0;2
31087;1;0;1
31091;2;1;1
31092;1;0;1
31093;0;1;-1
31094;1;0;1
31096;0;1;-1
31098;1;0;1
31099;1;0;1
31100;2;0;2
31101;2;0;2
31102;1;0;1
31103;4;0;4
31107;5;0;5
31109;2;0;2
31110;1;0;1
31111;2;0;2
31112;1;0;1
31114;1;0;1
31116;2;0;2
31117;1;0;1
31118;8;0;8
31119;2;0;2
31123;0;1;-1
31124;1;0;1
31126;4;0;4
31127;10;1;9
31130;1;0;1
31132;2;0;2
31135;4;0;4
31140;1;0;1
31143;1;0;1
31144;1;0;1
31145;1;0;1
31146;2;1;1
31147;0;1;-1
31149;0;1;-1
31150;0;1;-1
31153;1;0;1
31154;4;0;4
31156;1;0;1
31159;0;1;-1
31160;1;0;1
31165;2;0;2
31166;1;0;1
31167;1;0;1
31168;0;1;-1
31169;1;1;0
31171;1;0;1
31172;2;1;1
31173;0;1;-1
31175;0;1;-1
31177;3;0;3
31178;2;0;2
31182;5;0;5
31184;2;0;2
31185;2;0;2
31190;1;0;1
31197;1;0;1
31199;2;0;2
31200;0;1;-1
31203;2;0;2
31205;3;0;3
31206;1;0;1
31207;6;0;6
31209;1;0;1
31210;1;0;1
31211;1;0;1
31212;0;1;-1
31213;0;1;-1
31214;2;0;2
31215;0;1;-1
31217;1;0;1
31219;3;0;3
31221;1;0;1
31222;0;2;-2
31225;4;0;4
31227;5;0;5
31231;0;1;-1
31232;1;0;1
31233;2;0;2
31234;3;0;3
31236;3;0;3
31237;1;0;1
31241;1;0;1
31242;2;0;2
31243;1;0;1
31244;1;0;1
31246;3;0;3
31247;3;0;3
31248;9;0;9
31251;3;0;3
31252;1;0;1
31253;1;0;1
31254;1;0;1
31255;1;0;1
31257;2;0;2
31258;3;0;3
31261;10;0;10
31262;2;0;2
31263;7;0;7
31264;2;1;1
31265;3;0;3
31266;3;0;3
31267;4;0;4
31268;1;0;1
31270;1;0;1
31272;2;0;2
31274;1;0;1
31275;1;0;1
31279;1;0;1
31281;1;0;1
31282;1;0;1
31285;0;1;-1
31287;2;0;2
31289;2;0;2
31291;0;1;-1
31292;1;0;1
31293;0;1;-1
31295;2;0;2
31297;2;0;2
31299;2;0;2
31302;2;0;2
31303;0;1;-1
31304;0;1;-1
31305;1;0;1
31307;1;0;1
31308;1;0;1
31310;1;0;1
31313;0;1;-1
31315;0;1;-1
31316;1;0;1
31318;0;1;-1
31319;0;1;-1
31322;2;0;2
31323;2;0;2
31324;1;0;1
31327;1;0;1
31328;2;0;2
31332;0;1;-1
31333;1;0;1
31334;1;0;1
31336;2;0;2
31339;6;0;6
31340;2;0;2
31341;1;0;1
31342;3;0;3
31344;1;1;0
31348;3;0;3
31349;0;1;-1
31350;0;2;-2
31351;0;1;-1
31353;1;0;1
31355;0;1;-1
31356;1;0;1
31358;0;2;-2
31359;1;0;1
31360;0;1;-1
31363;1;0;1
31364;1;0;1
31366;1;0;1
31367;1;0;1
31371;5;0;5
31372;0;1;-1
31375;3;0;3
31378;0;1;-1
31379;0;1;-1
31380;1;0;1
31381;1;0;1
31382;0;3;-3
31383;1;0;1
31385;2;0;2
31386;0;1;-1
31388;0;1;-1
31389;0;1;-1
31390;1;0;1
31392;0;1;-1
31394;4;0;4
31396;4;0;4
31397;2;0;2
31400;1;0;1
31402;0;1;-1
31404;0;1;-1
31405;0;1;-1
31406;3;0;3
31407;1;0;1
31408;1;0;1
31413;1;0;1
31416;8;0;8
31418;2;0;2
31421;2;0;2
31422;1;0;1
31424;1;0;1
31426;2;0;2
31427;2;0;2
31428;2;0;2
31429;1;0;1
31431;3;0;3
31433;1;0;1
31434;3;0;3
31435;2;0;2
31437;1;0;1
31438;1;0;1
31439;1;0;1
31440;0;2;-2
31441;1;0;1
31442;1;0;1
31443;1;0;1
31444;0;1;-1
31446;2;0;2
31447;0;2;-2
31450;1;1;0
31451;1;0;1
31455;3;5;-2
31457;1;0;1
31458;2;0;2
31459;2;0;2
31462;1;0;1
31463;1;0;1
31464;3;0;3
31466;1;0;1
31467;1;0;1
31468;0;1;-1
31469;0;1;-1
31470;2;0;2
31471;9;0;9
31472;16;0;16
31473;3;0;3
31477;3;0;3
31481;1;0;1
31483;1;0;1
31485;2;1;1
31487;1;0;1
31489;1;0;1
31490;0;1;-1
31491;1;0;1
31492;1;0;1
31493;0;1;-1
31494;0;1;-1
31495;2;0;2
31496;0;1;-1
31497;0;1;-1
31499;1;0;1
31503;2;1;1
31504;1;0;1
31505;1;0;1
31506;4;0;4
31509;2;0;2
31510;3;0;3
31511;1;0;1
31512;10;0;10
31513;1;0;1
31515;3;0;3
31516;0;1;-1
31518;1;0;1
31519;1;0;1
31521;1;0;1
31522;1;0;1
31523;1;0;1
31525;1;0;1
31526;1;0;1
31527;2;0;2
31528;1;0;1
31530;0;1;-1
31531;2;0;2
31532;1;0;1
31536;1;0;1
31537;1;0;1
31538;1;0;1
31539;2;0;2
31540;1;0;1
31542;1;0;1
31543;0;1;-1
31545;3;2;1
31546;1;0;1
31547;6;0;6
31548;1;0;1
31549;1;1;0
31550;0;1;-1
31551;4;0;4
31553;1;0;1
31554;2;0;2
31555;1;0;1
31556;1;0;1
31558;1;1;0
31560;0;1;-1
31561;2;0;2
31563;1;0;1
31564;1;0;1
31565;0;1;-1
31567;0;1;-1
31569;0;1;-1
31573;1;0;1
31574;0;5;-5
31576;1;0;1
31578;0;1;-1
31579;1;1;0
31580;3;0;3
31581;1;0;1
31582;1;0;1
31583;0;1;-1
31585;1;0;1
31588;0;1;-1
31589;1;0;1
31597;0;1;-1
31598;0;1;-1
31599;1;0;1
31602;0;1;-1
31603;0;1;-1
31607;1;0;1
31610;1;0;1
31612;1;0;1
31623;0;1;-1
31624;2;0;2
31627;1;0;1
31628;0;1;-1
31631;1;0;1
31632;5;0;5
31633;1;0;1
31635;0;1;-1
31636;1;0;1
31638;0;1;-1
31639;0;1;-1
31640;0;1;-1
31641;1;0;1
31642;2;0;2
31643;1;0;1
31646;1;0;1
31647;12;0;12
31648;4;0;4
31649;6;0;6
31651;1;2;-1
31652;1;0;1
31653;1;0;1
31654;0;1;-1
31658;1;0;1
31662;2;0;2
31664;2;0;2
31665;0;1;-1
31668;1;0;1
31669;1;0;1
31671;2;0;2
31674;1;0;1
31675;1;0;1
31676;1;0;1
31677;1;0;1
31678;3;0;3
31680;2;0;2
31681;0;1;-1
31684;0;1;-1
31685;1;0;1
31688;1;0;1
31690;0;1;-1
31691;1;0;1
31692;0;2;-2
31694;1;0;1
31695;1;0;1
31696;2;0;2
31698;1;0;1
31702;1;0;1
31704;1;0;1
31705;2;1;1
31706;1;0;1
31707;2;0;2
31708;2;0;2
31713;2;0;2
31715;1;0;1
31716;1;1;0
31720;1;0;1
31721;2;0;2
31722;2;0;2
31723;2;0;2
31724;4;0;4
31725;1;0;1
31726;5;0;5
31727;1;0;1
31729;4;0;4
31732;1;1;0
31733;1;0;1
31735;0;1;-1
31737;1;0;1
31738;6;0;6
31739;1;0;1
31740;1;0;1
31743;1;0;1
31744;1;0;1
31746;2;0;2
31747;0;1;-1
31748;4;0;4
31749;1;0;1
31750;2;0;2
31753;5;0;5
31754;2;0;2
31757;0;1;-1
31758;1;0;1
31761;1;0;1
31766;1;0;1
31769;3;0;3
31770;1;0;1
31772;3;0;3
31773;1;0;1
31776;1;0;1
31777;2;0;2
31783;1;0;1
31785;1;0;1
31786;1;0;1
31788;1;0;1
31789;2;0;2
31791;1;0;1
31792;1;0;1
31793;2;0;2
31794;2;0;2
31798;1;0;1
31799;0;1;-1
31800;1;0;1
31802;7;0;7
31803;1;0;1
31804;8;0;8
31807;1;0;1
31808;4;0;4
31811;1;0;1
31814;1;0;1
31815;0;1;-1
31816;1;0;1
31817;2;0;2
31821;3;0;3
31822;2;0;2
31823;0;1;-1
31824;4;0;4
31827;1;0;1
31828;1;2;-1
31831;0;1;-1
31833;1;0;1
31834;2;0;2
31836;1;0;1
31837;1;0;1
31838;1;1;0
31839;1;0;1
31840;1;1;0
31842;1;0;1
31843;1;0;1
31844;5;0;5
31845;1;0;1
31846;1;0;1
31847;0;2;-2
31849;0;1;-1
31850;0;3;-3
31852;0;2;-2
31856;0;1;-1
31858;0;1;-1
31860;2;0;2
31867;1;0;1
31868;2;0;2
31869;3;0;3
31870;0;1;-1
31871;0;3;-3
31872;1;0;1
31876;1;0;1
31877;2;1;1
31878;1;0;1
31879;2;0;2
31880;1;0;1
31881;0;1;-1
31882;1;0;1
31883;1;0;1
31884;1;0;1
31886;1;0;1
31888;4;0;4
31889;0;2;-2
31890;1;0;1
31891;1;0;1
31893;0;1;-1
31894;1;0;1
31895;0;1;-1
31896;2;0;2
31898;0;1;-1
31899;0;1;-1
31901;1;0;1
31905;1;1;0
31906;0;1;-1
31907;1;0;1
31908;1;0;1
31909;5;0;5
31911;0;1;-1
31912;1;0;1
31913;2;0;2
31915;2;0;2
31916;3;0;3
31917;1;0;1
31918;1;2;-1
31919;2;0;2
31928;1;0;1
31929;1;0;1
31930;1;0;1
31931;1;0;1
31932;1;0;1
31933;2;0;2
31934;1;0;1
31935;1;0;1
31937;1;0;1
31938;1;0;1
31939;3;0;3
31940;1;0;1
31942;1;0;1
31943;8;0;8
31945;2;0;2
31946;1;0;1
31947;1;0;1
31948;6;0;6
31949;1;0;1
31950;3;0;3
31951;1;0;1
31952;0;1;-1
31954;1;0;1
31956;3;0;3
31957;1;0;1
31958;6;0;6
31959;1;0;1
31961;1;0;1
31962;2;0;2
31965;0;1;-1
31966;2;0;2
31967;6;0;6
31968;3;1;2
31969;7;1;6
31970;1;0;1
31971;2;0;2
31972;1;0;1
31975;1;0;1
31978;0;1;-1
31979;2;0;2
31980;3;0;3
31981;1;0;1
31982;1;0;1
31983;2;0;2
31985;2;0;2
31987;2;0;2
31988;0;1;-1
31989;1;0;1
31991;1;0;1
31993;11;0;11
31994;5;1;4
31995;9;0;9
31998;1;0;1
32000;2;0;2
32002;22;0;22
32004;2;0;2
32006;1;0;1
32009;0;4;-4
32010;3;0;3
32012;3;0;3
32014;4;0;4
32016;1;0;1
32018;4;0;4
32019;0;1;-1
32025;0;1;-1
32026;0;1;-1
32027;3;0;3
32029;1;0;1
32030;3;0;3
32031;3;0;3
32032;0;1;-1
32036;1;0;1
32037;1;0;1
32040;2;0;2
32041;1;0;1
32042;0;1;-1
32044;3;0;3
32045;0;1;-1
32046;2;0;2
32047;0;3;-3
32050;2;0;2
32051;1;0;1
32052;1;0;1
32053;5;0;5
32054;1;0;1
32055;1;0;1
32056;2;0;2
32057;1;0;1
32058;1;0;1
32061;1;0;1
32062;1;0;1
32063;1;0;1
32064;2;1;1
32065;3;0;3
32067;0;2;-2
32068;0;2;-2
32069;0;1;-1
32070;1;0;1
32072;4;0;4
32073;0;1;-1
32074;1;0;1
32075;5;0;5
32077;1;0;1
32080;1;0;1
32081;1;0;1
32082;1;0;1
32083;5;0;5
32086;2;0;2
32087;3;0;3
32088;1;0;1
32090;1;0;1
32092;1;0;1
32096;0;1;-1
32097;1;0;1
32099;2;0;2
32100;1;0;1
32102;1;0;1
32103;2;0;2
32104;1;3;-2
32105;3;0;3
32107;0;1;-1
32109;2;0;2
32113;0;1;-1
32114;3;0;3
32115;2;0;2
32116;2;0;2
32117;6;0;6
32118;1;0;1
32119;3;0;3
32120;2;0;2
32121;0;1;-1
32122;1;0;1
32123;1;0;1
32124;1;0;1
32125;1;0;1
32126;2;0;2
32127;0;1;-1
32129;1;0;1
32131;1;0;1
32132;1;0;1
32133;1;0;1
32135;0;1;-1
32137;1;0;1
32138;1;0;1
32139;1;0;1
32140;1;0;1
32144;1;0;1
32145;1;0;1
32147;1;0;1
32148;1;0;1
32149;1;0;1
32151;3;0;3
32152;2;0;2
32154;5;0;5
32156;5;0;5
32157;1;0;1
32158;2;0;2
32159;4;0;4
32160;3;0;3
32161;0;3;-3
32162;1;1;0
32163;1;0;1
32164;2;0;2
32166;1;1;0
32167;2;0;2
32168;2;0;2
32169;1;1;0
32170;2;1;1
32171;0;1;-1
32173;0;1;-1
32174;1;2;-1
32176;2;0;2
32177;1;0;1
32178;1;0;1
32179;0;1;-1
32182;1;0;1
32184;3;0;3
32185;1;0;1
32186;1;1;0
32187;1;0;1
32188;2;0;2
32190;2;0;2
32193;2;0;2
32194;4;0;4
32195;0;1;-1
32196;1;0;1
32197;2;0;2
32198;0;1;-1
32199;3;0;3
32200;0;1;-1
32201;1;0;1
32203;0;1;-1
32204;1;0;1
32206;1;0;1
32207;1;0;1
32208;2;0;2
32209;2;0;2
32210;1;0;1
32211;4;1;3
32212;1;0;1
32214;0;1;-1
32217;2;0;2
32218;1;0;1
32219;0;1;-1
32220;0;1;-1
32221;0;1;-1
32222;0;1;-1
32223;0;1;-1
32225;3;0;3
32226;2;0;2
32227;1;0;1
32228;1;0;1
32229;6;0;6
32231;0;1;-1
32232;1;0;1
32234;1;0;1
32235;0;1;-1
32236;1;0;1
32237;3;0;3
32238;1;0;1
32239;1;0;1
32240;3;0;3
32241;4;0;4
32242;1;1;0
32244;1;1;0
32245;3;0;3
32247;1;0;1
32248;2;0;2
32249;1;0;1
32250;0;1;-1
32251;2;0;2
32252;3;0;3
32254;1;0;1
32255;0;1;-1
32257;2;0;2
32258;4;0;4
32259;2;0;2
32260;0;1;-1
32261;1;0;1
32262;1;0;1
32265;1;0;1
32267;1;0;1
32268;1;0;1
32269;3;1;2
32271;1;0;1
32274;5;0;5
32276;1;0;1
32277;2;0;2
32278;0;4;-4
32279;8;0;8
32280;1;0;1
32282;3;0;3
32283;2;0;2
32284;0;1;-1
32285;3;0;3
32286;1;0;1
32288;0;1;-1
32289;1;0;1
32291;0;3;-3
32294;2;0;2
32296;2;0;2
32297;7;0;7
32298;2;0;2
32299;1;0;1
32301;1;0;1
32302;0;1;-1
32303;0;1;-1
32304;1;0;1
32305;1;0;1
32306;3;0;3
32308;1;0;1
32309;5;0;5
32311;3;0;3
32313;2;0;2
32314;1;0;1
32315;0;1;-1
32317;15;0;15
32318;1;0;1
32320;1;0;1
32325;0;1;-1
32326;0;1;-1
32327;6;0;6
32330;0;1;-1
32331;8;1;7
32333;2;0;2
32334;1;0;1
32335;2;0;2
32337;3;0;3
32338;1;1;0
32339;1;0;1
32340;0;1;-1
32341;5;1;4
32343;2;0;2
32344;2;0;2
32345;1;0;1
32349;1;0;1
32351;1;0;1
32352;1;0;1
32353;2;0;2
32354;0;1;-1
32357;8;0;8
32359;1;0;1
32360;0;1;-1
32361;10;0;10
32362;0;1;-1
32364;0;1;-1
32365;2;0;2
32366;1;0;1
32367;1;0;1
32368;0;1;-1
32369;2;0;2
32371;0;1;-1
32372;5;0;5
32374;1;0;1
32375;1;0;1
32376;1;0;1
32377;3;0;3
32380;1;0;1
32382;5;0;5
32383;1;0;1
32384;3;0;3
32385;1;0;1
32386;1;0;1
32387;0;1;-1
32388;10;0;10
32393;2;4;-2
32394;7;0;7
32395;5;1;4
32397;1;0;1
32399;1;1;0
32400;1;0;1
32408;0;1;-1
32409;1;0;1
32412;0;1;-1
32413;1;0;1
32414;1;0;1
32415;1;0;1
32416;0;1;-1
32417;0;1;-1
32419;5;0;5
32421;1;0;1
32422;2;0;2
32423;1;0;1
32425;1;0;1
32428;1;0;1
32429;2;0;2
32430;0;2;-2
32431;3;0;3
32432;2;0;2
32433;1;0;1
32434;0;1;-1
32435;3;0;3
32436;2;0;2
32437;4;0;4
32439;2;0;2
32440;1;0;1
32443;1;0;1
32446;1;0;1
32447;1;0;1
32450;7;0;7
32451;1;0;1
32453;1;0;1
32454;1;1;0
32455;1;0;1
32456;1;0;1
32459;1;0;1
32460;3;1;2
32462;2;0;2
32463;1;1;0
32464;1;0;1
32465;1;0;1
32472;1;0;1
32474;3;0;3
32475;3;0;3
32476;1;1;0
32480;3;0;3
32482;5;0;5
32483;1;0;1
32486;1;0;1
32487;4;0;4
32488;1;0;1
32489;2;0;2
32491;2;0;2
32492;1;0;1
32497;0;1;-1
32498;3;0;3
32499;1;0;1
32501;2;0;2
32503;1;0;1
32504;1;0;1
32505;2;0;2
32506;1;1;0
32507;2;0;2
32508;0;1;-1
32510;1;0;1
32511;1;0;1
32512;1;0;1
32513;1;0;1
32515;3;0;3
32516;2;0;2
32519;2;0;2
32520;7;0;7
32522;3;0;3
32524;3;0;3
32525;0;1;-1
32528;0;1;-1
32530;2;0;2
32531;1;0;1
32532;1;0;1
32533;1;0;1
32534;1;1;0
32535;1;0;1
32536;3;0;3
32537;1;0;1
32538;1;0;1
32540;6;0;6
32542;1;0;1
32545;1;0;1
32547;0;1;-1
32548;1;0;1
32549;1;0;1
32551;1;0;1
32554;1;1;0
32556;2;0;2
32557;0;1;-1
32558;3;0;3
32567;1;0;1
32568;0;1;-1
32570;1;0;1
32571;3;0;3
32573;0;1;-1
32580;1;0;1
32581;0;1;-1
32583;0;1;-1
32584;6;0;6
32586;1;0;1
32587;1;0;1
32588;0;1;-1
32590;1;0;1
32591;1;0;1
32593;2;0;2
32594;0;2;-2
32595;1;0;1
32596;1;0;1
32597;2;0;2
32603;1;0;1
32604;1;0;1
32608;1;0;1
32610;2;0;2
32611;3;0;3
32613;2;0;2
32614;0;2;-2
32616;0;1;-1
32617;3;0;3
32618;3;0;3
32620;6;0;6
32621;11;0;11
32622;2;0;2
32623;0;1;-1
32625;3;0;3
32627;1;0;1
32628;1;0;1
32629;1;0;1
32630;3;0;3
32631;1;0;1
32632;1;0;1
32633;0;1;-1
32634;2;0;2
32635;8;0;8
32636;1;0;1
32640;1;0;1
32642;1;0;1
32643;3;0;3
32644;1;0;1
32645;3;0;3
32646;11;1;10
32647;0;1;-1
32648;1;0;1
32649;1;0;1
32650;1;0;1
32651;0;1;-1
32653;0;1;-1
32655;1;0;1
32657;0;1;-1
32658;4;0;4
32659;1;0;1
32661;0;1;-1
32664;0;1;-1
32667;1;0;1
32668;0;1;-1
32670;0;1;-1
32673;0;1;-1
32675;1;4;-3
32677;3;0;3
32678;1;0;1
32679;0;1;-1
32686;2;0;2
32687;6;0;6
32688;1;0;1
32689;1;0;1
32690;0;1;-1
32691;0;1;-1
32693;1;0;1
32698;1;0;1
32699;1;0;1
32702;1;0;1
32703;1;0;1
32704;2;1;1
32705;1;0;1
32707;1;0;1
32708;3;0;3
32710;0;1;-1
32711;1;0;1
32713;1;0;1
32719;2;0;2
32721;1;0;1
32723;2;0;2
32724;2;0;2
32725;5;0;5
32726;3;0;3
32728;3;0;3
32729;6;0;6
32730;3;0;3
32732;1;0;1
32734;1;0;1
32735;1;0;1
32736;0;1;-1
32737;0;1;-1
32738;2;0;2
32739;4;0;4
32740;0;2;-2
32741;7;0;7
32743;0;1;-1
32747;1;0;1
32751;4;0;4
32752;1;1;0
32757;1;0;1
32759;2;0;2
32761;4;0;4
32762;1;0;1
32763;1;0;1
32764;1;0;1
32766;4;0;4
32767;1;0;1
32768;1;0;1
32769;1;1;0
32773;1;0;1
32774;1;0;1
32776;0;1;-1
32777;1;0;1
32778;2;0;2
32779;8;0;8
32782;1;0;1
32784;1;0;1
32785;7;0;7
32786;1;0;1
32789;1;0;1
32790;7;0;7
32791;1;0;1
32792;1;0;1
32795;2;5;-3
32796;0;1;-1
32797;1;0;1
32799;3;0;3
32800;1;2;-1
32804;1;0;1
32806;2;0;2
32807;0;1;-1
32808;1;0;1
32810;2;0;2
32811;1;0;1
32812;9;0;9
32813;3;0;3
32814;2;0;2
32816;2;0;2
32817;0;1;-1
32820;0;1;-1
32824;2;0;2
32825;1;0;1
32826;0;1;-1
32827;2;0;2
32828;0;1;-1
32830;2;0;2
32831;1;0;1
32833;0;1;-1
32836;1;0;1
32837;2;0;2
32839;1;0;1
32841;2;0;2
32842;2;0;2
32843;5;0;5
32847;1;0;1
32848;1;1;0
32851;0;3;-3
32852;1;0;1
32853;1;0;1
32856;2;0;2
32857;1;0;1
32858;0;1;-1
32859;1;0;1
32861;1;0;1
32863;3;0;3
32864;2;0;2
32865;3;0;3
32868;1;0;1
32870;2;0;2
32875;0;1;-1
32876;1;0;1
32877;3;0;3
32878;0;1;-1
32880;1;0;1
32881;1;0;1
32882;0;1;-1
32885;1;0;1
32886;0;1;-1
32891;1;0;1
32894;0;1;-1
32895;1;0;1
32896;0;3;-3
32899;1;0;1
32900;1;0;1
32901;2;0;2
32902;5;0;5
32903;1;0;1
32904;3;0;3
32905;4;0;4
32906;13;0;13
32910;1;0;1
32916;1;0;1
32917;1;0;1
32918;2;0;2
32921;1;0;1
32922;2;0;2
32924;4;0;4
32925;2;0;2
32927;1;0;1
32928;0;1;-1
32929;0;1;-1
32931;6;0;6
32933;1;0;1
32934;2;0;2
32936;1;0;1
32937;2;0;2
32938;1;0;1
32939;0;1;-1
32940;0;1;-1
32942;3;0;3
32944;0;3;-3
32947;0;2;-2
32948;1;0;1
32949;2;0;2
32952;0;1;-1
32955;1;0;1
32956;1;0;1
32961;0;2;-2
32967;0;1;-1
32968;1;0;1
32969;0;1;-1
32970;1;0;1
32971;0;1;-1
32972;2;1;1
32974;1;0;1
32976;1;0;1
32977;0;1;-1
32979;0;1;-1
32981;0;1;-1
32983;2;0;2
32985;1;0;1
32986;1;0;1
32987;2;0;2
32989;0;1;-1
32991;0;1;-1
32992;1;0;1
32993;2;0;2
32994;12;0;12
32995;1;0;1
32996;0;1;-1
32999;1;0;1
33001;1;0;1
33002;5;0;5
33003;0;1;-1
33008;5;1;4
33009;1;0;1
33010;1;0;1
33013;1;0;1
33014;0;1;-1
33015;0;1;-1
33016;0;2;-2
33017;3;0;3
33018;1;1;0
33020;1;0;1
33023;1;0;1
33025;0;1;-1
33028;1;0;1
33032;8;0;8
33033;1;0;1
33034;3;0;3
33036;1;0;1
33040;0;2;-2
33041;0;1;-1
33042;0;1;-1
33043;1;0;1
33044;1;0;1
33045;3;0;3
33047;1;0;1
33048;4;0;4
33049;2;0;2
33050;2;0;2
33052;3;0;3
33053;1;0;1
33054;1;0;1
33056;0;1;-1
33059;3;0;3
33061;3;0;3
33063;7;0;7
33065;5;1;4
33067;1;0;1
33068;10;0;10
33069;1;0;1
33071;1;0;1
33072;5;0;5
33074;0;1;-1
33075;1;1;0
33077;1;0;1
33078;2;1;1
33079;1;0;1
33080;0;2;-2
33081;1;0;1
33082;2;0;2
33084;1;0;1
33085;1;0;1
33086;1;0;1
33087;0;1;-1
33088;1;0;1
33090;1;2;-1
33091;1;0;1
33092;1;0;1
33094;1;1;0
33097;3;0;3
33100;0;1;-1
33101;3;0;3
33103;9;0;9
33104;0;1;-1
33105;2;0;2
33106;1;0;1
33107;1;0;1
33111;0;1;-1
33115;1;0;1
33117;0;1;-1
33118;1;0;1
33120;2;0;2
33126;0;1;-1
33128;3;0;3
33130;0;1;-1
33135;0;1;-1
33137;1;0;1
33139;1;0;1
33140;0;1;-1
33141;2;0;2
33144;1;0;1
33145;0;1;-1
33146;2;0;2
33147;1;0;1
33148;1;0;1
33152;1;0;1
33155;1;0;1
33156;1;0;1
33157;4;2;2
33158;0;1;-1
33160;0;1;-1
33162;1;0;1
33163;0;1;-1
33164;0;1;-1
33165;0;1;-1
33166;1;0;1
33167;0;1;-1
33168;1;0;1
33172;2;0;2
33173;23;0;23
33174;0;1;-1
33175;1;0;1
33180;1;0;1
33181;0;1;-1
33183;1;0;1
33186;1;0;1
33188;1;0;1
33189;1;0;1
33190;2;1;1
33191;1;0;1
33193;2;0;2
33194;1;1;0
33196;2;2;0
33197;1;1;0
33198;1;1;0
33199;1;0;1
33200;0;1;-1
33202;1;0;1
33204;12;1;11
33206;0;1;-1
33207;1;0;1
33211;2;0;2
33213;0;1;-1
33214;1;0;1
33216;2;0;2
33217;1;0;1
33218;1;0;1
33219;0;1;-1
33220;0;1;-1
33221;1;0;1
33226;1;0;1
33228;1;0;1
33229;1;0;1
33230;3;0;3
33231;1;0;1
33233;1;0;1
33235;1;0;1
33238;0;1;-1
33239;0;2;-2
33241;0;1;-1
33242;1;0;1
33243;0;1;-1
33245;0;1;-1
33246;3;0;3
33249;3;0;3
33250;4;0;4
33253;0;1;-1
33256;4;0;4
33257;1;0;1
33261;7;0;7
33262;1;0;1
33263;2;0;2
33264;1;0;1
33265;1;0;1
33266;1;0;1
33267;1;0;1
33268;1;0;1
33272;1;0;1
33274;2;0;2
33275;24;0;24
33277;2;0;2
33278;1;0;1
33281;1;0;1
33283;1;0;1
33284;2;0;2
33285;1;0;1
33287;1;0;1
33290;0;1;-1
33291;1;0;1
33293;1;1;0
33296;1;0;1
33298;4;0;4
33299;4;0;4
33301;0;1;-1
33303;2;0;2
33304;0;1;-1
33309;1;0;1
33311;1;0;1
33312;5;0;5
33314;9;0;9
33318;4;0;4
33322;6;0;6
33323;1;0;1
33324;0;1;-1
33325;1;0;1
33326;1;0;1
33329;0;1;-1
33330;1;0;1
33333;1;0;1
33336;1;0;1
33337;1;0;1
33339;1;1;0
33340;0;2;-2
33342;25;0;25
33344;2;0;2
33346;3;0;3
33347;3;0;3
33348;3;0;3
33349;0;1;-1
33352;5;0;5
33353;1;0;1
33354;0;1;-1
33359;2;0;2
33360;0;1;-1
33361;8;0;8
33362;1;0;1
33363;10;0;10
33364;1;0;1
33365;1;0;1
33367;1;0;1
33371;7;0;7
33374;1;0;1
33375;4;0;4
33376;1;0;1
33377;3;0;3
33378;0;1;-1
33381;0;1;-1
33383;1;0;1
33384;1;0;1
33385;2;0;2
33387;3;0;3
33389;3;0;3
33390;1;0;1
33393;1;0;1
33395;1;0;1
33398;1;0;1
33399;2;0;2
33400;1;0;1
33401;2;0;2
33402;0;1;-1
33403;1;0;1
33405;0;1;-1
33406;0;1;-1
33407;0;1;-1
33412;2;0;2
33413;0;1;-1
33414;1;0;1
33415;1;0;1
33416;2;0;2
33419;1;0;1
33422;0;1;-1
33425;1;0;1
33426;0;1;-1
33427;1;0;1
33428;1;0;1
33429;1;1;0
33432;1;0;1
33433;1;1;0
33434;1;0;1
33436;1;0;1
33437;1;0;1
33439;2;0;2
33441;2;0;2
33442;3;0;3
33444;4;0;4
33445;0;1;-1
33446;2;0;2
33447;1;0;1
33448;1;0;1
33449;0;1;-1
33450;3;0;3
33452;2;0;2
33453;2;0;2
33454;2;0;2
33456;4;0;4
33461;2;0;2
33462;1;0;1
33464;2;0;2
33465;0;2;-2
33469;2;0;2
33471;0;1;-1
33472;6;0;6
33475;1;0;1
33476;9;0;9
33480;1;0;1
33484;1;0;1
33486;0;1;-1
33487;1;0;1
33488;1;0;1
33489;1;0;1
33490;1;0;1
33491;0;1;-1
33495;23;0;23
33499;0;1;-1
33500;2;0;2
33501;4;0;4
33505;1;0;1
33509;1;0;1
33512;2;0;2
33514;1;0;1
33516;1;0;1
33518;0;2;-2
33519;1;0;1
33520;2;0;2
33521;1;0;1
33522;1;0;1
33523;2;0;2
33529;7;0;7
33530;0;1;-1
33531;1;0;1
33532;4;0;4
33533;7;0;7
33535;0;1;-1
33536;2;1;1
33537;1;0;1
33538;1;0;1
33539;1;0;1
33541;1;0;1
33542;0;1;-1
33546;0;1;-1
33547;0;2;-2
33548;1;0;1
33550;1;0;1
33551;3;0;3
33554;2;0;2
